Scale Type,Editor Appellation,Edition,Shared Data Source Affiliation,Shared Data Source Appellation,Creator Appellation ,Shared Data Source Date of Creation,Map Source Type,Catalogue ID,Shared Data Source Creator Appellation,Publisher Appellation,Title,Imagery Sensor Type,Imagery Platform Type,Imagery Camera Sensor Resolution Type,Imagery Camera Sensor Type,Map Place Appellation,Information Resource Type,Imagery Bands Type,Date of Creation,Date of Acquisition,Right Type,INFORMATION ID,Date of Publication,Source Appellation,Grid ID,Country Type,Volume,Information Carrier Format Type,Related Site,Author,Imagery Sampled Resolution Type,Processing Type,Issues,Source Appellation,Creator Appellation ,Figure,Pages,Description,Date of File,URL Access Date,Tile Square Appellation,Projection Type,Series Type,Biblio Place Appellation,Address,Geometric Place Expression,resourceid
,,,,,,,,,,,,,,,,,Photograph,,,,,INFORMATION-0150092,,,E31N30-12,Egypt,,,,,,,,,,,,,,2024-08-06,,,,,,GEOMETRYCOLLECTION (POINT (31.27614 30.049202)),feb7f034-1054-4bf3-9408-ba2181f551b6
