Grid ID,Grid Square Geometric Place Expression
E61N34-42,"MULTIPOLYGON (((61.75 34.5,61.75 34.75,62.0 34.75,62.0 34.5,61.75 34.5)))"
E61N34-43,"MULTIPOLYGON (((61.5 34.75,61.5 35.0,61.75 35.0,61.75 34.75,61.5 34.75)))"
E61N34-44,"MULTIPOLYGON (((61.75 34.75,61.75 35.0,62 35,62.0 34.75,61.75 34.75)))"
E61N35-11,"MULTIPOLYGON (((61 35,61.0 35.25,61.25 35.25,61.25 35.0,61 35)))"
E61N35-12,"MULTIPOLYGON (((61.25 35.0,61.25 35.25,61.5 35.25,61.5 35.0,61.25 35.0)))"
E61N35-13,"MULTIPOLYGON (((61.0 35.25,61.0 35.5,61.25 35.5,61.25 35.25,61.0 35.25)))"
E61N35-14,"MULTIPOLYGON (((61.25 35.25,61.25 35.5,61.5 35.5,61.5 35.25,61.25 35.25)))"
E61N35-21,"MULTIPOLYGON (((61.5 35.0,61.5 35.25,61.75 35.25,61.75 35.0,61.5 35.0)))"
E61N35-22,"MULTIPOLYGON (((61.75 35.0,61.75 35.25,62.0 35.25,62 35,61.75 35.0)))"
E61N35-23,"MULTIPOLYGON (((61.5 35.25,61.5 35.5,61.75 35.5,61.75 35.25,61.5 35.25)))"
E61N35-24,"MULTIPOLYGON (((61.75 35.25,61.75 35.5,62.0 35.5,62.0 35.25,61.75 35.25)))"
E61N35-31,"MULTIPOLYGON (((61.0 35.5,61.0 35.75,61.25 35.75,61.25 35.5,61.0 35.5)))"
E61N35-32,"MULTIPOLYGON (((61.25 35.5,61.25 35.75,61.5 35.75,61.5 35.5,61.25 35.5)))"
E61N35-33,"MULTIPOLYGON (((61.0 35.75,61 36,61.25 36.0,61.25 35.75,61.0 35.75)))"
E61N35-34,"MULTIPOLYGON (((61.25 35.75,61.25 36.0,61.5 36.0,61.5 35.75,61.25 35.75)))"
E61N35-41,"MULTIPOLYGON (((61.5 35.5,61.5 35.75,61.75 35.75,61.75 35.5,61.5 35.5)))"
E61N35-42,"MULTIPOLYGON (((61.75 35.5,61.75 35.75,62.0 35.75,62.0 35.5,61.75 35.5)))"
E61N35-43,"MULTIPOLYGON (((61.5 35.75,61.5 36.0,61.75 36.0,61.75 35.75,61.5 35.75)))"
E61N35-44,"MULTIPOLYGON (((61.75 35.75,61.75 36.0,62 36,62.0 35.75,61.75 35.75)))"
E61N36-11,"MULTIPOLYGON (((61 36,61.0 36.25,61.25 36.25,61.25 36.0,61 36)))"
E61N36-12,"MULTIPOLYGON (((61.25 36.0,61.25 36.25,61.5 36.25,61.5 36.0,61.25 36.0)))"
E61N36-13,"MULTIPOLYGON (((61.0 36.25,61.0 36.5,61.25 36.5,61.25 36.25,61.0 36.25)))"
E61N36-14,"MULTIPOLYGON (((61.25 36.25,61.25 36.5,61.5 36.5,61.5 36.25,61.25 36.25)))"
E61N36-21,"MULTIPOLYGON (((61.5 36.0,61.5 36.25,61.75 36.25,61.75 36.0,61.5 36.0)))"
E61N36-22,"MULTIPOLYGON (((61.75 36.0,61.75 36.25,62.0 36.25,62 36,61.75 36.0)))"
E61N36-23,"MULTIPOLYGON (((61.5 36.25,61.5 36.5,61.75 36.5,61.75 36.25,61.5 36.25)))"
E61N36-24,"MULTIPOLYGON (((61.75 36.25,61.75 36.5,62.0 36.5,62.0 36.25,61.75 36.25)))"
E61N36-31,"MULTIPOLYGON (((61.0 36.5,61.0 36.75,61.25 36.75,61.25 36.5,61.0 36.5)))"
E61N36-32,"MULTIPOLYGON (((61.25 36.5,61.25 36.75,61.5 36.75,61.5 36.5,61.25 36.5)))"
E61N36-33,"MULTIPOLYGON (((61.0 36.75,61 37,61.25 37.0,61.25 36.75,61.0 36.75)))"
E61N36-34,"MULTIPOLYGON (((61.25 36.75,61.25 37.0,61.5 37.0,61.5 36.75,61.25 36.75)))"
E61N36-41,"MULTIPOLYGON (((61.5 36.5,61.5 36.75,61.75 36.75,61.75 36.5,61.5 36.5)))"
E61N36-42,"MULTIPOLYGON (((61.75 36.5,61.75 36.75,62.0 36.75,62.0 36.5,61.75 36.5)))"
E61N36-43,"MULTIPOLYGON (((61.5 36.75,61.5 37.0,61.75 37.0,61.75 36.75,61.5 36.75)))"
E61N36-44,"MULTIPOLYGON (((61.75 36.75,61.75 37.0,62 37,62.0 36.75,61.75 36.75)))"
E61N37-11,"MULTIPOLYGON (((61 37,61.0 37.25,61.25 37.25,61.25 37.0,61 37)))"
E61N37-12,"MULTIPOLYGON (((61.25 37.0,61.25 37.25,61.5 37.25,61.5 37.0,61.25 37.0)))"
E61N37-13,"MULTIPOLYGON (((61.0 37.25,61.0 37.5,61.25 37.5,61.25 37.25,61.0 37.25)))"
E61N37-14,"MULTIPOLYGON (((61.25 37.25,61.25 37.5,61.5 37.5,61.5 37.25,61.25 37.25)))"
E61N37-21,"MULTIPOLYGON (((61.5 37.0,61.5 37.25,61.75 37.25,61.75 37.0,61.5 37.0)))"
E61N37-22,"MULTIPOLYGON (((61.75 37.0,61.75 37.25,62.0 37.25,62 37,61.75 37.0)))"
E61N37-23,"MULTIPOLYGON (((61.5 37.25,61.5 37.5,61.75 37.5,61.75 37.25,61.5 37.25)))"
E61N37-24,"MULTIPOLYGON (((61.75 37.25,61.75 37.5,62.0 37.5,62.0 37.25,61.75 37.25)))"
E61N37-31,"MULTIPOLYGON (((61.0 37.5,61.0 37.75,61.25 37.75,61.25 37.5,61.0 37.5)))"
E61N37-32,"MULTIPOLYGON (((61.25 37.5,61.25 37.75,61.5 37.75,61.5 37.5,61.25 37.5)))"
E61N37-33,"MULTIPOLYGON (((61.0 37.75,61 38,61.25 38.0,61.25 37.75,61.0 37.75)))"
E61N37-34,"MULTIPOLYGON (((61.25 37.75,61.25 38.0,61.5 38.0,61.5 37.75,61.25 37.75)))"
E61N37-41,"MULTIPOLYGON (((61.5 37.5,61.5 37.75,61.75 37.75,61.75 37.5,61.5 37.5)))"
E61N37-42,"MULTIPOLYGON (((61.75 37.5,61.75 37.75,62.0 37.75,62.0 37.5,61.75 37.5)))"
E61N37-43,"MULTIPOLYGON (((61.5 37.75,61.5 38.0,61.75 38.0,61.75 37.75,61.5 37.75)))"
E61N37-44,"MULTIPOLYGON (((61.75 37.75,61.75 38.0,62 38,62.0 37.75,61.75 37.75)))"
E61N38-11,"MULTIPOLYGON (((61 38,61.0 38.25,61.25 38.25,61.25 38.0,61 38)))"
E61N38-12,"MULTIPOLYGON (((61.25 38.0,61.25 38.25,61.5 38.25,61.5 38.0,61.25 38.0)))"
E61N38-13,"MULTIPOLYGON (((61.0 38.25,61.0 38.5,61.25 38.5,61.25 38.25,61.0 38.25)))"
E61N38-14,"MULTIPOLYGON (((61.25 38.25,61.25 38.5,61.5 38.5,61.5 38.25,61.25 38.25)))"
E61N38-21,"MULTIPOLYGON (((61.5 38.0,61.5 38.25,61.75 38.25,61.75 38.0,61.5 38.0)))"
E61N38-22,"MULTIPOLYGON (((61.75 38.0,61.75 38.25,62.0 38.25,62 38,61.75 38.0)))"
E61N38-23,"MULTIPOLYGON (((61.5 38.25,61.5 38.5,61.75 38.5,61.75 38.25,61.5 38.25)))"
E61N38-24,"MULTIPOLYGON (((61.75 38.25,61.75 38.5,62.0 38.5,62.0 38.25,61.75 38.25)))"
E62N29-13,"MULTIPOLYGON (((62.0 29.25,62.0 29.5,62.25 29.5,62.25 29.25,62.0 29.25)))"
E62N29-14,"MULTIPOLYGON (((62.25 29.25,62.25 29.5,62.5 29.5,62.5 29.25,62.25 29.25)))"
