"Resource ID(s)","Resource type","Status","Contributed by","Document extract","Title","Caption","Keywords - Subject","Keywords - Emotion","Keywords - Event","Keywords - Other","Named person(s)","Country","Date","Original filename","Extracted text","Credit","Notes","Keywords - Recognised","Keywords - Landmark","Accessibility - Alt Text","Accessibility - Extended Description","Camera make / model","Source"
8682,"Document","Active","Thomas Huet","","Khirbet as-Sur","""Khirbet as-Sur"" lat=31.9053913225, lon=35.7120843404","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0110.tif","","KHIRBET AS-SUR: 570329 (217.5/145.9)","","","","","","",""
8681,"Document","Active","Thomas Huet","","Khirbet as-Sur","""Khirbet as-Sur"" lat=31.9053913225, lon=35.7120843404","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0108.tif","","KHIRBET AS-SUR: 570329 (217.5/145.9)","","","","","","",""
8680,"Document","Active","Thomas Huet","","Khirbet as-Sur","""Khirbet as-Sur"" lat=31.9053913225, lon=35.7120843404","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0107.tif","","KHIRBET AS-SUR: 570329 (217.5/145.9)","","","","","","",""
8679,"Document","Active","Thomas Huet","","Khirbet as-Sur","""Khirbet as-Sur"" lat=31.9053913225, lon=35.7120843404","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0106.tif","","KHIRBET AS-SUR: 570329 (217.5/145.9)","","","","","","",""
8678,"Document","Active","Thomas Huet","","Khirbet as-Sur","""Khirbet as-Sur"" lat=31.9053913225, lon=35.7120843404","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0105.tif","","KHIRBET AS-SUR: 570329 (217.5/145.9)","","","","","","",""
8677,"Document","Active","Thomas Huet","","Khirbet as-Sur","""Khirbet as-Sur"" lat=31.9053913225, lon=35.7120843404","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0104.tif","","KHIRBET AS-SUR: 570329 (217.5/145.9)","","","","","","",""
8676,"Document","Active","Thomas Huet","","Khirbet as-Sur","""Khirbet as-Sur"" lat=31.9053913225, lon=35.7120843404","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0103.tif","","KHIRBET AS-SUR: 570329 (217.5/145.9)","","","","","","",""
8675,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0102.tif","","IRAQ AL AMIR","","","","","","",""
8674,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0100.tif","","IRAQ AL AMIR","","","","","","",""
8673,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0101.tif","","IRAQ AL AMIR","","","","","","",""
8672,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0099.tif","","IRAQ AL AMIR","","","","","","",""
8671,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0097.tif","","IRAQ AL AMIR","","","","","","",""
8670,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0098.tif","","IRAQ AL AMIR","","","","","","",""
8669,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0096.tif","","IRAQ AL AMIR","","","","","","",""
8668,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0095.tif","","IRAQ AL AMIR","","","","","","",""
8667,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0094.tif","","IRAQ AL AMIR","","","","","","",""
8666,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0093.tif","","IRAQ AL AMIR","","","","","","",""
8665,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0092.tif","","IRAQ AL AMIR","","","","","","",""
8664,"Document","Active","Thomas Huet","","Iraq el-Amir","""Iraq el-Amir"" lat=31.9127814429, lon=35.7519241346","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0091.tif","","IRAQ AL AMIR","","","","","","",""
8663,"Document","Active","Thomas Huet","","Zay al-Gharbi","""Zay al-Gharbi"" lat=32.0922878328, lon=35.7197637527","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0090.tif","","MODERN PIPELINE AT 580 523 (36S) NEAR ZIA AL-GHARBI","","","","","","",""
8662,"Document","Active","Thomas Huet","","Zay al-Gharbi","""Zay al-Gharbi"" lat=32.0922878328, lon=35.7197637527","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0089.tif","","MODERN PIPELINE AT 580 523 (36S) NEAR ZIA AL-GHARBI","","","","","","",""
8661,"Document","Active","Thomas Huet","","Suwaylih Housing Development 3","""Suwaylih Housing Development 3"" lat=32.0748774979, lon=35.7980975478","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0088.tif","","MODERN PIPELINE AT 580 523 (36S) NEAR ZIA AL-GHARBI","","","","","","",""
8660,"Document","Active","Thomas Huet","","Beqa Refugee Camp","""Beqa Refugee Camp"" lat=32.0723262299, lon=35.8434701516","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0087.tif","","REFUGEE CAMP IN BEQA VALLEY N OF SUWEILEH","","","","","","",""
8659,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0086.tif","","YAJUZ","","","","","","",""
8658,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0085.tif","","YAJUZ","","","","","","",""
8657,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0084.tif","","YAJUZ","","","","","","",""
8656,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0083.tif","","YAJUZ","","","","","","",""
8655,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0082.tif","","YAJUZ","","","","","","",""
8654,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0081.tif","","YAJUZ","","","","","","",""
8653,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0080.tif","","YAJUZ","","","","","","",""
8652,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0079.tif","","YAJUZ","","","","","","",""
8651,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0078.tif","","YAJUZ","","","","","","",""
8650,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0077.tif","","YAJUZ","","","","","","",""
8649,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0076.tif","","YAJUZ","","","","","","",""
8648,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0074.tif","","YAJUZ","","","","","","",""
8647,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0075.tif","","YAJUZ","","","","","","",""
8646,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0073.tif","","YAJUZ","","","","","","",""
8645,"Document","Active","Thomas Huet","","Yajuz","""Yajuz"" lat=32.0366027778, lon=35.9144916667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0072.tif","","YAJUZ","","","","","","",""
8644,"Document","Active","Thomas Huet","","Qasr Mushash 4 Qasr 2","""Qasr Mushash 4 Qasr 2"" lat=31.8226503593, lon=36.328372284","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0071.tif","","QASR MUSHASH","","","","","","",""
8643,"Document","Active","Thomas Huet","","Mushash Qasr Mushash 6 Reservoir","""Mushash Qasr Mushash 6 Reservoir"" lat=31.8221972222, lon=36.3182099457","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0070.tif","","QASR MUSHASH","","","","","","",""
8642,"Document","Active","Thomas Huet","","Mushash Qasr Mushash 6 Reservoir","""Mushash Qasr Mushash 6 Reservoir"" lat=31.8221972222, lon=36.3182099457","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0069.tif","","QASR MUSHASH","","","","","","",""
8641,"Document","Active","Thomas Huet","","Mushash Qasr Mushash 6 Reservoir","""Mushash Qasr Mushash 6 Reservoir"" lat=31.8221972222, lon=36.3182099457","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0068.tif","","QASR MUSHASH","","","","","","",""
8640,"Document","Active","Thomas Huet","","Mushash Qasr Mushash 6 Reservoir","""Mushash Qasr Mushash 6 Reservoir"" lat=31.8221972222, lon=36.3182099457","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0067.tif","","QASR MUSHASH","","","","","","",""
8639,"Document","Active","Thomas Huet","","Mushash Qasr Mushash 6 Reservoir","""Mushash Qasr Mushash 6 Reservoir"" lat=31.8221972222, lon=36.3182099457","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0066.tif","","QASR MUSHASH","","","","","","",""
8638,"Document","Active","Thomas Huet","","Qasr Mushash 2 Qasr","""Qasr Mushash 2 Qasr"" lat=31.8131388889, lon=36.3155265114""","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0065.tif","","QASR MUSHASH","","","","","","",""
8637,"Document","Active","Thomas Huet","","Qasr Mushash 2 Qasr","""Qasr Mushash 2 Qasr"" lat=31.8131388889, lon=36.3155265114""","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0064.tif","","QASR MUSHASH","","","","","","",""
8636,"Document","Active","Thomas Huet","","Qasr Mushash 2 Qasr; Qasr Mushash 1 Reservoir, Bath; Qasr Mushash 7 Cistern","""Qasr Mushash 2 Qasr"" lat=31.8131388889, lon=36.3155265114; ""Qasr Mushash 1 Reservoir, Bath"" lat=31.8147555556, lon=36.3139456879; ""Qasr Mushash 7 Cistern"" lat=31.8134694444, lon=36.3163138889","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0063.tif","","QASR MUSHASH","","","","","","",""
8635,"Document","Active","Thomas Huet","","Mushash Area","Panorama","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0062.tif","","QASR MUSHASH","","","","","","",""
8634,"Document","Active","Thomas Huet","","Qasr Mushash 2 Qasr; Qasr Mushash 1 Reservoir, Bath; Qasr Mushash 7 Cistern","""Qasr Mushash 2 Qasr"" lat=31.8131388889, lon=36.3155265114; ""Qasr Mushash 1 Reservoir, Bath"" lat=31.8147555556, lon=36.3139456879; ""Qasr Mushash 7 Cistern"" lat=31.8134694444, lon=36.3163138889","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0061.tif","","QASR MUSHASH","","","","","","",""
8633,"Document","Active","Thomas Huet","","Qasr Mushash 2 Qasr; Qasr Mushash 1 Reservoir, Bath; Qasr Mushash 7 Cistern","""Qasr Mushash 2 Qasr"" lat=31.8131388889, lon=36.3155265114; ""Qasr Mushash 1 Reservoir, Bath"" lat=31.8147555556, lon=36.3139456879; ""Qasr Mushash 7 Cistern"" lat=31.8134694444, lon=36.3163138889","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0060.tif","","QASR MUSHASH","","","","","","",""
8632,"Document","Active","Thomas Huet","","Qasr Mushash 2 Qasr; Qasr Mushash 1 Reservoir, Bath; Qasr Mushash 7 Cistern","""Qasr Mushash 2 Qasr"" lat=31.8131388889, lon=36.3155265114; ""Qasr Mushash 1 Reservoir, Bath"" lat=31.8147555556, lon=36.3139456879; ""Qasr Mushash 7 Cistern"" lat=31.8134694444, lon=36.3163138889","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0059.tif","","QASR MUSHASH","","","","","","",""
8631,"Document","Active","Thomas Huet","","Qasr Mushash 2 Qasr; Qasr Mushash 1 Reservoir, Bath; Qasr Mushash 7 Cistern","""Qasr Mushash 2 Qasr"" lat=31.8131388889, lon=36.3155265114; ""Qasr Mushash 1 Reservoir, Bath"" lat=31.8147555556, lon=36.3139456879; ""Qasr Mushash 7 Cistern"" lat=31.8134694444, lon=36.3163138889","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0058.tif","","QASR MUSHASH","","","","","","",""
8630,"Document","Active","Thomas Huet","","Qasr Mushash 2 Qasr; Qasr Mushash 1 Reservoir, Bath; Qasr Mushash 7 Cistern","""Qasr Mushash 2 Qasr"" lat=31.8131388889, lon=36.3155265114; ""Qasr Mushash 1 Reservoir, Bath"" lat=31.8147555556, lon=36.3139456879; ""Qasr Mushash 7 Cistern"" lat=31.8134694444, lon=36.3163138889","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0057.tif","","QASR MUSHASH","","","","","","",""
8629,"Document","Active","Thomas Huet","","Wadi Zerqa","Southwest of Zarqa","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0056.tif","","SE OF ZERQA","","","","","","",""
8628,"Document","Active","Thomas Huet","","Zarqa Hejaz Rlwy Bridge 1","""Zarqa Hejaz Rlwy Bridge 1"" lat=32.0358333333, lon=36.082893007","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0055.tif","","HEJAZ RAILWAY VIADUCT JUST S OF ZERQA","","","","","","",""
8627,"Document","Active","Thomas Huet","","Zarqa Hejaz Rlwy Bridge 1","""Zarqa Hejaz Rlwy Bridge 1"" lat=32.0358333333, lon=36.082893007","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0054.tif","","HEJAZ RAILWAY VIADUCT JUST S OF ZERQA","","","","","","",""
8626,"Document","Active","Thomas Huet","","Zarqa Hejaz Rlwy Bridge 1","""Zarqa Hejaz Rlwy Bridge 1"" lat=32.0358333333, lon=36.082893007","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0053.tif","","HEJAZ RAILWAY VIADUCT JUST S OF ZERQA","","","","","","",""
8625,"Document","Active","Thomas Huet","","Zarqa Hejaz Rlwy Bridge 1","""Zarqa Hejaz Rlwy Bridge 1"" lat=32.0358333333, lon=36.082893007","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0052.tif","","HEJAZ RAILWAY VIADUCT JUST S OF ZERQA","","","","","","",""
8624,"Document","Active","Thomas Huet","","Zarqa Hejaz Rlwy Bridge 1","""Zarqa Hejaz Rlwy Bridge 1"" lat=32.0358333333, lon=36.082893007","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0050.tif","","HEJAZ RAILWAY VIADUCT JUST S OF ZERQA","","","","","","",""
8623,"Document","Active","Thomas Huet","","Zarqa Hejaz Rlwy Bridge 1","""Zarqa Hejaz Rlwy Bridge 1"" lat=32.0358333333, lon=36.082893007","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0051.tif","","HEJAZ RAILWAY VIADUCT JUST S OF ZERQA","","","","","","",""
8622,"Document","Active","Thomas Huet","","el-Hadid","""el-Hadid"" lat=32.0497527778, lon=36.0867666667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0047.tif","","QARYAT EL-HADID","","","","","","",""
8621,"Document","Active","Thomas Huet","","el-Hadid","""el-Hadid"" lat=32.0497527778, lon=36.0867666667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0046.tif","","QARYAT EL-HADID","","","","","","",""
8620,"Document","Active","Thomas Huet","","el-Hadid","""el-Hadid"" lat=32.0497527778, lon=36.0867666667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0045.tif","","QARYAT EL-HADID","","","","","","",""
8619,"Document","Active","Thomas Huet","","el-Hadid","""el-Hadid"" lat=32.0497527778, lon=36.0867666667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0043.tif","","QARYAT EL-HADID","","","","","","",""
8618,"Document","Active","Thomas Huet","","el-Hadid","""el-Hadid"" lat=32.0497527778, lon=36.0867666667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0044.tif","","QARYAT EL-HADID","","","","","","",""
8617,"Document","Active","Thomas Huet","","el-Hadid","""el-Hadid"" lat=32.0497527778, lon=36.0867666667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0041.tif","","QARYAT EL-HADID","","","","","","",""
8616,"Document","Active","Thomas Huet","","el-Hadid","""el-Hadid"" lat=32.0497527778, lon=36.0867666667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0042.tif","","QARYAT EL-HADID","","","","","","",""
8615,"Document","Active","Thomas Huet","","el-Hadid","""el-Hadid"" lat=32.0497527778, lon=36.0867666667","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0040.tif","","QARYAT EL-HADID","","","","","","",""
8614,"Document","Active","Thomas Huet","","Qasr Shebib (Zarqa)","""Qasr Shebib (Zarqa)"" lat=32.0634098082, lon=36.0823113223","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0039.tif","","ZARQA _ QASR SHEBIB","","","","","","",""
8613,"Document","Active","Thomas Huet","","Qasr Shebib (Zarqa)","""Qasr Shebib (Zarqa)"" lat=32.0634098082, lon=36.0823113223","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0038.tif","","ZARQA _ QASR SHEBIB","","","","","","",""
8612,"Document","Active","Thomas Huet","","Qasr Shebib (Zarqa)","""Qasr Shebib (Zarqa)"" lat=32.0634098082, lon=36.0823113223","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0037.tif","","ZARQA _ QASR SHEBIB","","","","","","",""
8611,"Document","Active","Thomas Huet","","Qasr Shebib (Zarqa)","""Qasr Shebib (Zarqa)"" lat=32.0634098082, lon=36.0823113223","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0036.tif","","ZARQA _ QASR SHEBIB","","","","","","",""
8610,"Document","Active","Thomas Huet","","Qasr Shebib (Zarqa)","""Qasr Shebib (Zarqa)"" lat=32.0634098082, lon=36.0823113223","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0035.tif","","ZARQA _ QASR SHEBIB","","","","","","",""
8609,"Document","Active","Thomas Huet","","Qasr Shebib (Zarqa)","""Qasr Shebib (Zarqa)"" lat=32.0634098082, lon=36.0823113223","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0034.tif","","ZARQA _ QASR SHEBIB","","","","","","",""
8608,"Document","Active","Thomas Huet","","Qasr Shebib (Zarqa)","""Qasr Shebib (Zarqa)"" lat=32.0634098082, lon=36.0823113223","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0033.tif","","ZARQA _ QASR SHEBIB","","","","","","",""
8607,"Document","Active","Thomas Huet","","Khirbet az-Zaygan","""Khirbet az-Zaygan"" lat=32.107982128, lon=36.0353012606","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0030.tif","","KHIRBET AZ-ZAYGAN AT 203565","","","","","","",""
8606,"Document","Active","Thomas Huet","","Qasr Shebib (Zarqa)","""Qasr Shebib (Zarqa)"" lat=32.0634098082, lon=36.0823113223","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0032.tif","","ZARQA _ QASR SHEBIB","","","","","","",""
8605,"Document","Active","Thomas Huet","","Qasr Shebib (Zarqa)","""Qasr Shebib (Zarqa)"" lat=32.0634098082, lon=36.0823113223","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0031.tif","","ZARQA _ QASR SHEBIB","","","","","","",""
8604,"Document","Active","Thomas Huet","","Khirbet az-Zaygan","""Khirbet az-Zaygan"" lat=32.107982128, lon=36.0353012606","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0029.tif","","KHIRBET AZ-ZAYGAN AT 203565","","","","","","",""
8603,"Document","Active","Thomas Huet","","Khirbet az-Zaygan","""Khirbet az-Zaygan"" lat=32.107982128, lon=36.0353012606","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0028.tif","","KHIRBET AZ-ZAYGAN AT 203565","","","","","","",""
8602,"Document","Active","Thomas Huet","","Khirbet az-Zaygan","""Khirbet az-Zaygan"" lat=32.107982128, lon=36.0353012606","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0027.tif","","KHIRBET AZ-ZAYGAN AT 203565","","","","","","",""
8601,"Document","Active","Thomas Huet","","Khirbet az-Zaygan","""Khirbet az-Zaygan"" lat=32.107982128, lon=36.0353012606","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0026.tif","","KHIRBET AZ-ZAYGAN AT 203565","","","","","","",""
8600,"Document","Active","Thomas Huet","","Khirbet az-Zaygan","""Khirbet az-Zaygan"" lat=32.107982128, lon=36.0353012606","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0025.tif","","KHIRBET AZ-ZAYGAN AT 203565","","","","","","",""
8599,"Document","Active","Thomas Huet","","Khirbet az-Zaygan","""Khirbet az-Zaygan"" lat=32.107982128, lon=36.0353012606","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0024.tif","","KHIRBET AZ-ZAYGAN AT 203565","","","","","","",""
8598,"Document","Active","Thomas Huet","","Khirbet az-Zaygan","""Khirbet az-Zaygan"" lat=32.107982128, lon=36.0353012606","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0023.tif","","KHIRBET AZ-ZAYGAN AT 203565","","","","","","",""
8597,"Document","Active","Thomas Huet","","Khirbet az-Zaygan","""Khirbet az-Zaygan"" lat=32.107982128, lon=36.0353012606","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0022.tif","","KHIRBET AZ-ZAYGAN AT 203565","","","","","","",""
8596,"Document","Active","Thomas Huet","","Kh. er-Ruheil","""Kh. er-Ruheil"" lat=32.129268343, lon=36.0536124357","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0020.tif","","KHIRBET ER-RUHEIL AT 221 588","","","","","","",""
8595,"Document","Active","Thomas Huet","","Kh. er-Ruheil","""Kh. er-Ruheil"" lat=32.129268343, lon=36.0536124357","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0021.tif","","KHIRBET ER-RUHEIL AT 221 588","","","","","","",""
8594,"Document","Active","Thomas Huet","","Kh. er-Ruheil","""Kh. er-Ruheil"" lat=32.129268343, lon=36.0536124357","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0018.tif","","KHIRBET ER-RUHEIL AT 221 588","","","","","","",""
8593,"Document","Active","Thomas Huet","","Kh. er-Ruheil","""Kh. er-Ruheil"" lat=32.129268343, lon=36.0536124357","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0019.tif","","KHIRBET ER-RUHEIL AT 221 588","","","","","","",""
8592,"Document","Active","Thomas Huet","","Kh. er-Ruheil","""Kh. er-Ruheil"" lat=32.129268343, lon=36.0536124357","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0017.tif","","KHIRBET ER-RUHEIL AT 221 588","","","","","","",""
8591,"Document","Active","Thomas Huet","","Kh. er-Ruheil","""Kh. er-Ruheil"" lat=32.129268343, lon=36.0536124357","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0016.tif","","KHIRBET ER-RUHEIL AT 221 588","","","","","","",""
8590,"Document","Active","Thomas Huet","","Kh. er-Ruheil","""Kh. er-Ruheil"" lat=32.129268343, lon=36.0536124357","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0015.tif","","KHIRBET ER-RUHEIL AT 221 588","","","","","","",""
8589,"Document","Active","Thomas Huet","","Kh. er-Ruheil","""Kh. er-Ruheil"" lat=32.129268343, lon=36.0536124357","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0014.tif","","KHIRBET ER-RUHEIL AT 221 588","","","","","","",""
8588,"Document","Active","Thomas Huet","","Kh. er-Ruheil","""Kh. er-Ruheil"" lat=32.129268343, lon=36.0536124357","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0013.tif","","KHIRBET ER-RUHEIL  KHIRBET ER-RUHEIL AT 221 588","","","","","","",""
8587,"Document","Active","Thomas Huet","","Kh. el-Makhul","""Kh. el-Makhul"" lat=32.1168972222, lon=36.0748194444","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0012.tif","","KHIRBET MAKHUL","","","","","","",""
8586,"Document","Active","Thomas Huet","","Kh. el-Makhul","""Kh. el-Makhul"" lat=32.1168972222, lon=36.0748194444","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0011.tif","","KHIRBET MAKHUL","","","","","","",""
8585,"Document","Active","Thomas Huet","","Kh. el-Makhul","""Kh. el-Makhul"" lat=32.1168972222, lon=36.0748194444","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0010.tif","","KHIRBET MAKHUL","","","","","","",""
8584,"Document","Active","Thomas Huet","","Kh. el-Makhul","""Kh. el-Makhul"" lat=32.1168972222, lon=36.0748194444","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0009.tif","","KHIRBET MAKHUL","","","","","","",""
8583,"Document","Active","Thomas Huet","","Kh. el-Makhul","""Kh. el-Makhul"" lat=32.1168972222, lon=36.0748194444","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0008.tif","","KHIRBET MAKHUL","","","","","","",""
8582,"Document","Active","Thomas Huet","","Kh. el-Makhul","""Kh. el-Makhul"" lat=32.1168972222, lon=36.0748194444","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0006.tif","","KHIRBET MAKHUL","","","","","","",""
8581,"Document","Active","Thomas Huet","","Kh. el-Makhul","""Kh. el-Makhul"" lat=32.1168972222, lon=36.0748194444","","","","","","","2002-10-02 00:00:00","APAAME_20021002_DLK-0005.tif","","KHIRBET MAKHUL","","","","","","",""
