"ResourceID","Geometric Place Expression","Location Certainty","Geometry Extent Certainty","Geometry Type"
"eed6a88a-46a4-464f-937f-0df05b77d999","MULTIPOLYGON (((57.67654 33.00985, 57.67682 33.0096, 57.67702 33.00976, 57.67672 33.01001, 57.67654 33.00985)))","Medium","Medium","Perimeter Polygon"
"ff2221db-5d1d-4618-b9a6-ed11ca4610cd","MULTIPOLYGON (((58.15527 34.291, 58.15583 34.29073, 58.15609 34.29118, 58.15558 34.29139, 58.15527 34.291)))","Medium","Medium","Perimeter Polygon"
"393f42ea-c738-499e-9650-eb0bc2bcf90d","MULTIPOLYGON (((57.83513 33.74946, 57.83533 33.74919, 57.83559 33.74931, 57.83538 33.7496, 57.83513 33.74946)))","Medium","Medium","Perimeter Polygon"
"feb448e5-8e5b-4163-bace-bad59319f56f","MULTIPOLYGON (((57.80397 33.86174, 57.80408 33.86148, 57.80456 33.8616, 57.80446 33.8619, 57.80397 33.86174)))","Medium","Medium","Perimeter Polygon"
"cfc14630-e24b-490a-890d-b22d20f8e838","MULTIPOLYGON (((58.38116 36.03816, 58.38216 36.03789, 58.38254 36.03831, 58.38141 36.03861, 58.38116 36.03816)))","Medium","Medium","Perimeter Polygon"
"4590fa4d-fa3b-4fcb-9eb7-952afa492cbf","MULTIPOLYGON (((59.61449 36.06465, 59.61508 36.06423, 59.61534 36.06446, 59.61474 36.06486, 59.61449 36.06465)))","Medium","Medium","Perimeter Polygon"
"ddf29d56-339a-4743-b8c3-7c1910765043","MULTIPOLYGON (((59.99285 34.75619, 59.99294 34.756, 59.99318 34.75608, 59.99309 34.75627, 59.99285 34.75619)))","Medium","Medium","Perimeter Polygon"
"266bfffa-04a1-4ffd-944f-c06e704c194a","MULTIPOLYGON (((56.85 31.56928, 56.85025 31.56909, 56.85047 31.56933, 56.8502 31.56952, 56.85 31.56928)))","Medium","Medium","Perimeter Polygon"
"ba734821-3a8d-49bc-b7f1-b9896b2ef0a9","MULTIPOLYGON (((60.55784 34.55986, 60.55826 34.55984, 60.55828 34.56022, 60.55783 34.56024, 60.55784 34.55986)))","Medium","Medium","Perimeter Polygon"
"e36bd746-e722-44b4-ac68-23001964188a","MULTIPOLYGON (((59.17868 36.02327, 59.1788 36.02322, 59.17891 36.02315, 59.17898 36.02318, 59.17907 36.02326, 59.17917 36.02327, 59.1793 36.02315, 59.17941 36.02319, 59.17961 36.02331, 59.17972 36.02348, 59.1796 36.02353, 59.17933 36.02359, 59.17927 36.02348, 59.1792 36.02354, 59.17916 36.02359, 59.17898 36.02369, 59.17886 36.02368, 59.17872 36.02364, 59.17856 36.02375, 59.17836 36.02361, 59.17852 36.02345, 59.17838 36.02332, 59.17813 36.02311, 59.17805 36.02314, 59.17799 36.02307, 59.17815 36.02286, 59.17868 36.02327)))","Medium","Medium","Perimeter Polygon"
"666b9e7f-711e-4b03-befa-8c3a33a4c736","MULTIPOLYGON (((57.47531 32.50708, 57.47545 32.50708, 57.47548 32.50716, 57.47557 32.50716, 57.47558 32.50723, 57.47533 32.50727, 57.47531 32.50708)))","Medium","Medium","Perimeter Polygon"
"cd8c0c4e-acf5-4cad-ab97-c0771365ce3c","MULTIPOLYGON (((59.03666 35.1366, 59.03674 35.13657, 59.03676 35.13657, 59.03679 35.13655, 59.03677 35.13654, 59.03684 35.13648, 59.03703 35.13665, 59.03686 35.13678, 59.03666 35.1366)))","Medium","Medium","Perimeter Polygon"
"9f871df5-7561-45fd-944a-3589f155a393","MULTIPOLYGON (((59.2319 35.45334, 59.23208 35.45317, 59.23212 35.4532, 59.23215 35.45317, 59.23213 35.45312, 59.23218 35.45306, 59.23254 35.45335, 59.23236 35.45352, 59.23228 35.45347, 59.23219 35.45354, 59.2319 35.45334)))","Medium","Medium","Perimeter Polygon"
"2ec312b3-a1aa-4c8e-91a1-bbb8c16fd9aa","MULTIPOLYGON (((59.21774 35.4704, 59.21821 35.47003, 59.21846 35.47022, 59.21795 35.47064, 59.21774 35.4704)))","Medium","Medium","Perimeter Polygon"
"3e1b08c1-6c24-4542-81c9-2a516eb2a4e4","MULTIPOLYGON (((59.62285 33.44892, 59.62313 33.44878, 59.62325 33.44898, 59.62301 33.44911, 59.62285 33.44892)))","Medium","Medium","Perimeter Polygon"
"6ef23755-c8df-42fb-9e52-e004d879e0c9","MULTIPOLYGON (((58.98337 35.23077, 58.98352 35.2307, 58.98378 35.23099, 58.98366 35.23107, 58.98337 35.23077)))","Medium","Medium","Perimeter Polygon"
"faa99ee6-7d92-4314-8b61-c1d26c759949","MULTIPOLYGON (((58.45262 35.47498, 58.45261 35.47486, 58.45278 35.47487, 58.45281 35.47497, 58.45262 35.47498)))","Medium","Medium","Perimeter Polygon"
"c02c110b-67a8-44fb-92de-124a39837c55","MULTIPOLYGON (((60.15434 36.10316, 60.15507 36.10296, 60.15539 36.10377, 60.15468 36.10393, 60.15434 36.10316)))","Medium","Medium","Perimeter Polygon"
"b2eceb2a-fd7d-4d76-b79f-dd4be98604e4","MULTIPOLYGON (((59.75157 36.09838, 59.75105 36.09916, 59.75057 36.09894, 59.75121 36.09813, 59.75157 36.09838)))","Medium","Medium","Perimeter Polygon"
"f0d0f4e1-3574-4e3e-9466-6f0e1500958f","MULTIPOLYGON (((59.64683 36.10526, 59.64667 36.10531, 59.64662 36.10522, 59.64655 36.10525, 59.64652 36.10522, 59.64647 36.1052, 59.64644 36.1052, 59.64639 36.10512, 59.64672 36.105, 59.64683 36.10526)))","Medium","Medium","Perimeter Polygon"
"8e12556c-92cc-477b-9de4-d49ef6cd7eb0","MULTIPOLYGON (((59.96646 36.07865, 59.96587 36.07861, 59.96589 36.07822, 59.96646 36.07829, 59.96646 36.07865)))","Medium","Medium","Perimeter Polygon"
"d6b5ab15-d5b8-401a-949d-fdd37a48e917","MULTIPOLYGON (((58.11539 34.02432, 58.11596 34.02404, 58.11633 34.02448, 58.11579 34.02477, 58.11539 34.02432)))","Medium","Medium","Perimeter Polygon"
"06ea6dce-6fcb-4d1c-b203-7eac3d66cf21","MULTIPOLYGON (((58.3037 35.84179, 58.30358 35.84173, 58.30365 35.84164, 58.30362 35.84159, 58.30371 35.84151, 58.30376 35.84153, 58.30386 35.84147, 58.3041 35.84164, 58.30382 35.84188, 58.3037 35.84179)))","Medium","Medium","Perimeter Polygon"
"5d1c7136-36f6-4e66-b85c-e8f19c798dd9","MULTIPOLYGON (((59.80097 32.57116, 59.80062 32.57109, 59.80074 32.57078, 59.8011 32.57085, 59.80097 32.57116)))","Medium","Medium","Perimeter Polygon"
"2936fb90-276d-4ade-af2c-a7905d2225de","MULTIPOLYGON (((59.55827 33.01925, 59.55856 33.01893, 59.55895 33.019, 59.55869 33.01942, 59.55827 33.01925)))","Medium","Medium","Perimeter Polygon"
"647fc395-a81f-4aa6-9027-612b39eb3ba1","MULTIPOLYGON (((58.2382 34.16297, 58.23813 34.16306, 58.23787 34.16293, 58.23809 34.16266, 58.23835 34.16279, 58.2382 34.16297)))","Medium","Medium","Perimeter Polygon"
"943d6254-e0d0-46fe-9db6-17b6c8f8b86a","MULTIPOLYGON (((58.34999 34.78936, 58.35024 34.78918, 58.35046 34.78937, 58.35023 34.78955, 58.34999 34.78936)))","Medium","Medium","Perimeter Polygon"
"cc714e3c-c1d8-4799-80ca-419e02fe4d6e","MULTIPOLYGON (((60.49984 32.28664, 60.49979 32.2868, 60.49971 32.28677, 60.49964 32.28681, 60.49947 32.28673, 60.49959 32.28656, 60.49984 32.28664)))","Medium","Medium","Perimeter Polygon"
"54a3ef77-1f35-4cf0-bbab-7c30435b4f66","MULTIPOLYGON (((58.87853 32.77612, 58.8787 32.77578, 58.8793 32.77607, 58.8791 32.77632, 58.87853 32.77612)))","Medium","Medium","Perimeter Polygon"
"342b444d-0eb4-4dc5-add8-691ef2dff987","MULTIPOLYGON (((59.51569 32.73015, 59.51583 32.7303, 59.51574 32.73005, 59.51576 32.73, 59.5158 32.73, 59.51585 32.72998, 59.51588 32.72996, 59.51595 32.72995, 59.51598 32.72993, 59.51607 32.72995, 59.51613 32.72995, 59.51615 32.72994, 59.51618 32.72996, 59.51621 32.72997, 59.51624 32.72999, 59.51634 32.73003, 59.51642 32.73016, 59.51641 32.7303, 59.51627 32.73036, 59.51616 32.73039, 59.51608 32.7304, 59.51599 32.73037, 59.51588 32.73031, 59.51584 32.73031, 59.51569 32.73015)))","Medium","Medium","Perimeter Polygon"
"de7a465d-818b-46a3-bcd1-366cc2348991","MULTIPOLYGON (((59.77607 33.57458, 59.77631 33.57427, 59.77657 33.57438, 59.77637 33.57469, 59.77607 33.57458)))","Medium","Medium","Perimeter Polygon"
"aac2a177-7773-4511-a82e-c796f3fbae7f","MULTIPOLYGON (((56.942 33.45024, 56.94172 33.45026, 56.94169 33.45, 56.94205 33.44998, 56.942 33.45024)))","Medium","Medium","Perimeter Polygon"
"f0fa07b2-8a20-4ece-a7de-6338515118b9","MULTIPOLYGON (((58.90069 35.60253, 58.90039 35.60275, 58.90004 35.60254, 58.90038 35.6023, 58.90069 35.60253)))","Medium","Medium","Perimeter Polygon"
"1bac9bdd-05cf-4de4-a883-460d68e6d5e2","MULTIPOLYGON (((58.87758 35.58694, 58.87777 35.58679, 58.87795 35.58696, 58.87779 35.58711, 58.87758 35.58694)))","Medium","Medium","Perimeter Polygon"
"a244832c-158a-40cc-8da3-3d2c460a4bf7","MULTIPOLYGON (((60.81488 34.90737, 60.8155 34.90716, 60.81589 34.90781, 60.81527 34.90801, 60.81488 34.90737)))","Medium","Medium","Perimeter Polygon"
"c48b1cb0-9cc3-4bba-9c2e-e12d4f8ca21c","MULTIPOLYGON (((60.08966 31.55779, 60.08955 31.55786, 60.08943 31.5578, 60.08947 31.55776, 60.08954 31.55771, 60.08955 31.55768, 60.08958 31.55763, 60.08955 31.55756, 60.08951 31.5575, 60.08948 31.5574, 60.08947 31.55739, 60.08946 31.55737, 60.0895 31.55731, 60.08957 31.55726, 60.08966 31.55722, 60.08975 31.55721, 60.08982 31.55723, 60.08986 31.55726, 60.08992 31.5573, 60.08996 31.55736, 60.08999 31.55745, 60.08991 31.55756, 60.08982 31.55765, 60.08977 31.55769, 60.08973 31.55771, 60.08967 31.55775, 60.08966 31.55779)))","Medium","Medium","Perimeter Polygon"
"f479e672-0156-4782-aec5-17c4e8eb5188","MULTIPOLYGON (((59.30594 33.78409, 59.30597 33.7839, 59.30626 33.78394, 59.30622 33.78412, 59.30594 33.78409)))","Medium","Medium","Perimeter Polygon"
"e8239c57-c632-406d-a342-5faaa7fce705","MULTIPOLYGON (((59.03886 32.55001, 59.03888 32.54966, 59.03922 32.54968, 59.03921 32.55, 59.03886 32.55001)))","Medium","Medium","Perimeter Polygon"
"f186084e-8f92-4252-8b80-711d5a6ea577","MULTIPOLYGON (((59.28804 32.40396, 59.28833 32.40384, 59.28847 32.40406, 59.28823 32.40419, 59.28804 32.40396)))","Medium","Medium","Perimeter Polygon"
"20ecf1b4-e6be-45f6-a4c0-85788220378c","MULTIPOLYGON (((57.42559 33.86744, 57.42523 33.86735, 57.42535 33.86704, 57.4257 33.86713, 57.42559 33.86744)))","Medium","Medium","Perimeter Polygon"
"6957c1c0-4040-4bd9-940d-8c4904292ab2","MULTIPOLYGON (((59.46049 36.03753, 59.46124 36.03744, 59.46137 36.03774, 59.46062 36.03783, 59.46049 36.03753)))","Medium","Medium","Perimeter Polygon"
"29369de8-6886-4630-b1f2-f6107fad2b43","MULTIPOLYGON (((59.01128 33.19071, 59.01142 33.19069, 59.01151 33.19077, 59.01172 33.19077, 59.01168 33.19093, 59.01128 33.19093, 59.01128 33.19071)))","Medium","Medium","Perimeter Polygon"
"7a6c82f5-4291-4b4a-841a-74f7f050a563","MULTIPOLYGON (((59.22305 33.3037, 59.22283 33.30356, 59.22301 33.30333, 59.22332 33.30347, 59.22305 33.3037)))","Medium","Medium","Perimeter Polygon"
"f4fc0807-49c8-4902-b7a4-fb6f0897a65c","MULTIPOLYGON (((59.10753 33.10571, 59.10784 33.10555, 59.10797 33.10579, 59.10763 33.10596, 59.10753 33.10571)))","Medium","Medium","Perimeter Polygon"
"6cad0a87-c2c3-416f-8c4b-ef55215ddaac","MULTIPOLYGON (((56.50379 31.52689, 56.5035 31.52682, 56.50358 31.52654, 56.50393 31.52662, 56.50379 31.52689)))","Medium","Medium","Perimeter Polygon"
"a0bda9e1-0bf5-4623-b073-3873a8d05575","MULTIPOLYGON (((57.36275 32.18226, 57.36277 32.18218, 57.36273 32.18215, 57.36275 32.1821, 57.36291 32.18216, 57.36285 32.1823, 57.36275 32.18226)))","Medium","Medium","Perimeter Polygon"
"8f449a1a-78e1-48ec-890d-291284b9bcf9","MULTIPOLYGON (((59.14913 32.98105, 59.14894 32.981, 59.14901 32.98078, 59.14922 32.98084, 59.14913 32.98105)))","Medium","Medium","Perimeter Polygon"
"f66674fe-9981-4c68-b11e-3b25686d0538","MULTIPOLYGON (((59.57402 36.02837, 59.57465 36.02819, 59.57481 36.02864, 59.57419 36.02877, 59.57402 36.02837)))","Medium","Medium","Perimeter Polygon"
"673593e9-b599-466c-a20b-a41e1ac1e0c3","MULTIPOLYGON (((59.26021 35.46227, 59.26055 35.46192, 59.26073 35.46201, 59.26044 35.46235, 59.26021 35.46227)))","Medium","Medium","Perimeter Polygon"
"acd8fb36-0e39-42ef-b205-3e2a94b4a2e9","MULTIPOLYGON (((58.62805 34.87956, 58.62791 34.8795, 58.62799 34.87932, 58.62814 34.87938, 58.62805 34.87956)))","Medium","Medium","Perimeter Polygon"
"7419f2b2-8a5a-417c-a330-c193b21d200e","MULTIPOLYGON (((59.82269 34.01098, 59.82204 34.01089, 59.82215 34.01035, 59.82282 34.01042, 59.82269 34.01098)))","Medium","Medium","Perimeter Polygon"
"d1ed8853-e383-4a34-9e85-2e0fc70b0689","MULTIPOLYGON (((59.20558 35.10868, 59.20517 35.10874, 59.20509 35.10835, 59.20556 35.10827, 59.20558 35.10868)))","Medium","Medium","Perimeter Polygon"
"5defa00f-ab3a-49f4-99da-a7830c8e7fc1","MULTIPOLYGON (((60.20127 32.76402, 60.20083 32.76384, 60.20103 32.76348, 60.2015 32.76363, 60.20127 32.76402)))","Medium","Medium","Perimeter Polygon"
"da66c1b3-a29c-4110-9fa3-3c5725bad26c","MULTIPOLYGON (((60.81728 34.81441, 60.81692 34.81395, 60.8174 34.81369, 60.81777 34.81415, 60.81728 34.81441)))","Medium","Medium","Perimeter Polygon"
"ca3e1460-c7bf-41ce-b2b0-eef738537741","MULTIPOLYGON (((59.78856 32.15133, 59.78835 32.15127, 59.78827 32.1511, 59.78843 32.15096, 59.78867 32.151, 59.78872 32.15118, 59.78856 32.15133)))","Medium","Medium","Perimeter Polygon"
"fb45d648-b29f-4513-a360-dba256c3e5a4","MULTIPOLYGON (((59.78834 32.15857, 59.78802 32.15849, 59.78815 32.15813, 59.78844 32.15825, 59.78834 32.15857)))","Medium","Medium","Perimeter Polygon"
"3fcef2ca-3752-492b-821a-545bb246621a","MULTIPOLYGON (((60.24785 35.00629, 60.24817 35.00618, 60.24827 35.00645, 60.24799 35.00656, 60.24785 35.00629)))","Medium","Medium","Perimeter Polygon"
"403b0aad-db25-4243-9950-0569d3626005","MULTIPOLYGON (((59.3021 34.26733, 59.30246 34.2669, 59.30293 34.26719, 59.30261 34.26758, 59.3021 34.26733)))","Medium","Medium","Perimeter Polygon"
"48e08d00-c5d4-4436-80ab-80355d5760e2","MULTIPOLYGON (((59.97282 32.85806, 59.97282 32.85806, 59.97281 32.85807, 59.9728 32.85808, 59.97279 32.85808, 59.97278 32.85809, 59.97277 32.8581, 59.97276 32.8581, 59.97275 32.8581, 59.97274 32.8581, 59.97272 32.8581, 59.97271 32.8581, 59.9727 32.8581, 59.97269 32.85809, 59.97268 32.85809, 59.97267 32.85809, 59.97265 32.85809, 59.97264 32.85809, 59.97263 32.85808, 59.97262 32.85808, 59.97261 32.85807, 59.9726 32.85806, 59.9726 32.85806, 59.97259 32.85804, 59.97259 32.85803, 59.9726 32.85802, 59.9726 32.85801, 59.9726 32.858, 59.9726 32.85799, 59.9726 32.85798, 59.97261 32.85797, 59.97261 32.85796, 59.97262 32.85796, 59.97262 32.85794, 59.97263 32.85794, 59.97264 32.85793, 59.97265 32.85793, 59.97266 32.85793, 59.97267 32.85792, 59.97268 32.85792, 59.9727 32.85792, 59.97271 32.85793, 59.97273 32.85793, 59.97274 32.85793, 59.97275 32.85793, 59.97276 32.85793, 59.97278 32.85793, 59.97279 32.85793, 59.9728 32.85794, 59.97281 32.85795, 59.97281 32.85796, 59.97282 32.85796, 59.97283 32.85797, 59.97283 32.85798, 59.97283 32.85799, 59.97284 32.858, 59.97284 32.85801, 59.97283 32.85802, 59.97283 32.85804, 59.97283 32.85805, 59.97282 32.85805, 59.97281 32.85806, 59.9728 32.85807, 59.97282 32.85806)))","Medium","Medium","Perimeter Polygon"
"265707d7-e92d-4f35-9b5b-2708e66fc6fc","MULTIPOLYGON (((60.21185 32.47689, 60.2112 32.47673, 60.21143 32.47615, 60.21211 32.47632, 60.21185 32.47689)))","Medium","Medium","Perimeter Polygon"
"62e42494-b96c-4be7-910f-76127d7367d0","MULTIPOLYGON (((59.47643 36.0144, 59.47586 36.01404, 59.47653 36.01379, 59.47685 36.01403, 59.47643 36.0144)))","Medium","Medium","Perimeter Polygon"
"8b60c392-a989-4661-bfc9-1bf4b2df03e3","MULTIPOLYGON (((59.35628 35.62879, 59.35676 35.62846, 59.35713 35.62881, 59.35668 35.62913, 59.35628 35.62879)))","Medium","Medium","Perimeter Polygon"
"49e8de62-80f7-44f3-81ee-c1d6cf346b06","MULTIPOLYGON (((59.28941 35.54313, 59.28967 35.54304, 59.28979 35.54328, 59.28952 35.54335, 59.28941 35.54313)))","Medium","Medium","Perimeter Polygon"
"62332bae-517d-47b7-94ea-d8c506f8ceb6","MULTIPOLYGON (((56.80654 36.30829, 56.80597 36.30802, 56.80636 36.30748, 56.8069 36.30778, 56.80654 36.30829)))","Medium","Medium","Perimeter Polygon"
"61c35717-44ea-4255-97f2-d0eb2cca0a88","MULTIPOLYGON (((58.39351 36.16624, 58.39403 36.16593, 58.39446 36.16648, 58.39392 36.16676, 58.39351 36.16624)))","Medium","Medium","Perimeter Polygon"
"e9f5580a-3a74-4252-bfac-b012e80251da","MULTIPOLYGON (((56.92049 37.15322, 56.92091 37.153, 56.92114 37.15327, 56.92072 37.15349, 56.92049 37.15322)))","Medium","Medium","Perimeter Polygon"
"c28a223a-f629-4a13-beea-ad07f13f1c1a","MULTIPOLYGON (((56.55756 37.32317, 56.55798 37.32314, 56.55795 37.32364, 56.55761 37.32365, 56.55756 37.32317)))","Medium","Medium","Perimeter Polygon"
"5cd8547d-311f-46b2-ab58-1c412be6b245","MULTIPOLYGON (((56.55599 37.32248, 56.5565 37.32241, 56.55652 37.32297, 56.55602 37.32301, 56.55599 37.32248)))","Medium","Medium","Perimeter Polygon"
"e3c3a000-abf8-44bf-9be2-15dd998165a7","MULTIPOLYGON (((56.56506 36.36279, 56.56506 36.36225, 56.56573 36.36222, 56.56567 36.3628, 56.56506 36.36279)))","Medium","Medium","Perimeter Polygon"
"06755167-de1a-4cae-813e-ca8a56c66de9","MULTIPOLYGON (((57.32936 36.20585, 57.32917 36.20541, 57.32974 36.20526, 57.32992 36.20571, 57.32936 36.20585)))","Medium","Medium","Perimeter Polygon"
"b8b30a57-0808-45b1-8444-fb5bd987711f","MULTIPOLYGON (((58.80145 36.77331, 58.80121 36.77319, 58.80135 36.77303, 58.80158 36.77315, 58.80145 36.77331)))","Medium","Medium","Perimeter Polygon"
"29f7d8c2-9053-45c2-b8a4-d93c8dda4eaf","MULTIPOLYGON (((57.93669 36.18044, 57.93686 36.18028, 57.93725 36.1806, 57.93709 36.18075, 57.93669 36.18044)))","Medium","Medium","Perimeter Polygon"
"284db7bd-be28-4869-8ffa-7a634800e231","MULTIPOLYGON (((58.25296 36.15812, 58.25302 36.15818, 58.25302 36.1583, 58.25302 36.15831, 58.25301 36.15832, 58.25299 36.15832, 58.25298 36.15832, 58.25297 36.15832, 58.25296 36.15833, 58.25295 36.15833, 58.25293 36.15833, 58.25292 36.15834, 58.25291 36.15835, 58.2529 36.15835, 58.25289 36.15835, 58.25288 36.15835, 58.25287 36.15836, 58.25286 36.15836, 58.25284 36.15836, 58.25283 36.15836, 58.25282 36.15836, 58.25281 36.15835, 58.2528 36.15835, 58.25279 36.15835, 58.25278 36.15834, 58.25277 36.15834, 58.25276 36.15834, 58.25275 36.15835, 58.25274 36.15835, 58.25273 36.15835, 58.25272 36.15836, 58.25271 36.15837, 58.2527 36.15836, 58.25269 36.15835, 58.25268 36.15834, 58.25268 36.15833, 58.25268 36.15833, 58.25268 36.15832, 58.25267 36.15831, 58.25266 36.1583, 58.25266 36.1583, 58.25266 36.15828, 58.25266 36.15827, 58.25266 36.15826, 58.25266 36.15825, 58.25267 36.15824, 58.25268 36.15822, 58.25268 36.15821, 58.25269 36.1582, 58.25269 36.15819, 58.2527 36.15818, 58.2527 36.15817, 58.25271 36.15817, 58.25272 36.15816, 58.25272 36.15815, 58.25273 36.15814, 58.25274 36.15813, 58.25275 36.15813, 58.25276 36.15812, 58.25277 36.15811, 58.25278 36.15811, 58.2528 36.1581, 58.25281 36.1581, 58.25282 36.1581, 58.25285 36.1581, 58.25286 36.1581, 58.25287 36.1581, 58.25289 36.1581, 58.2529 36.15811, 58.25291 36.15811, 58.25292 36.15811, 58.25293 36.15812, 58.25295 36.15813, 58.25296 36.15812)))","Medium","Medium","Perimeter Polygon"
"73e8ab70-b41b-4c9e-b631-56b1df9ea3fc","MULTIPOLYGON (((57.6671 36.20805, 57.66697 36.20752, 57.66772 36.20741, 57.66784 36.20794, 57.6671 36.20805)))","Medium","Medium","Perimeter Polygon"
"39b423f8-e170-4e1a-857c-5638110645de","MULTIPOLYGON (((59.71512 36.47439, 59.71555 36.47394, 59.71614 36.47426, 59.71579 36.47467, 59.71512 36.47439)))","Medium","Medium","Perimeter Polygon"
"6f130d2b-9c0f-4ee2-9234-15a218c89afd","MULTIPOLYGON (((60.57419 36.05897, 60.57486 36.05851, 60.57543 36.05903, 60.57485 36.05945, 60.57419 36.05897)))","Medium","Medium","Perimeter Polygon"
"9b3f9b08-8223-4941-a380-bd01c218ff3a","MULTIPOLYGON (((58.9383 36.86605, 58.93895 36.86616, 58.93888 36.86668, 58.93818 36.86663, 58.9383 36.86605)))","Medium","Medium","Perimeter Polygon"
"12cb8fc9-3ea1-4504-9484-465a9fc6a9e4","MULTIPOLYGON (((59.79093 36.27255, 59.79186 36.27269, 59.79155 36.27342, 59.79081 36.27324, 59.79093 36.27255)))","Medium","Medium","Perimeter Polygon"
"046afcba-7ce5-4781-88c5-eb5b2d00ff03","MULTIPOLYGON (((56.56524 36.36363, 56.56511 36.3632, 56.56573 36.36308, 56.56583 36.36355, 56.56524 36.36363)))","Medium","Medium","Perimeter Polygon"
"0320a67e-f61e-4e81-a781-8677c3882d3f","MULTIPOLYGON (((58.08578 36.16567, 58.08626 36.16532, 58.08678 36.16574, 58.08626 36.16616, 58.08578 36.16567)))","Medium","Medium","Perimeter Polygon"
"ca9945f1-5ca3-4318-9283-977c410e0b90","MULTIPOLYGON (((57.68529 36.20685, 57.68509 36.20642, 57.68565 36.20627, 57.68582 36.20668, 57.68529 36.20685)))","Medium","Medium","Perimeter Polygon"
"8f736104-e6f8-42bc-97d3-0d1901700641","MULTIPOLYGON (((58.80102 36.1972, 58.8015 36.1968, 58.80203 36.19722, 58.80155 36.19761, 58.80102 36.1972)))","Medium","Medium","Perimeter Polygon"
"2c014a29-dcf6-4227-ac8c-227e7b22e8ab","MULTIPOLYGON (((57.14297 36.28455, 57.14349 36.28412, 57.14411 36.28457, 57.1436 36.285, 57.14297 36.28455)))","Medium","Medium","Perimeter Polygon"
"69d03759-2e9e-4e77-a934-aed8b78582a5","MULTIPOLYGON (((59.6215 36.19583, 59.62108 36.19553, 59.62182 36.19553, 59.62149 36.19524, 59.6215 36.19583)))","Medium","Medium","Perimeter Polygon"
"c257864c-4d5e-4e8d-bb51-452a8f5f3b4a","MULTIPOLYGON (((60.06635 36.50594, 60.06643 36.50573, 60.06675 36.50582, 60.06662 36.50605, 60.06635 36.50594)))","Medium","Medium","Perimeter Polygon"
"b6be0a7f-516e-4214-a270-0ea9910d520e","MULTIPOLYGON (((59.6191 36.27164, 59.61967 36.2714, 59.62012 36.27192, 59.61949 36.27222, 59.6191 36.27164)))","Medium","Medium","Perimeter Polygon"
"ee6ad0b5-fb7b-426c-b978-75ae3ba9b410","MULTIPOLYGON (((59.39571 36.3991, 59.39537 36.39886, 59.39557 36.39868, 59.39591 36.39896, 59.39571 36.3991)))","Medium","Medium","Perimeter Polygon"
"ef375e7d-7ad7-4a04-b1a7-661733e0ff69","MULTIPOLYGON (((58.70895 36.92783, 58.70882 36.92774, 58.70892 36.92761, 58.70915 36.92771, 58.70895 36.92783)))","Medium","Medium","Perimeter Polygon"
"b05fd606-67da-44e7-9549-d0ae7318b6f9","MULTIPOLYGON (((58.95835 36.74094, 58.95823 36.74073, 58.9586 36.74084, 58.95849 36.74063, 58.95835 36.74094)))","Medium","Medium","Perimeter Polygon"
"7c40ffd2-c95f-4451-baf6-52baa0e214b1","MULTIPOLYGON (((59.50593 36.02829, 59.50565 36.02815, 59.50583 36.02792, 59.50617 36.02807, 59.50593 36.02829)))","Medium","Medium","Perimeter Polygon"
"6cf005c6-96cc-421a-8fe7-d9e77e62142b","MULTIPOLYGON (((60.65528 36.26699, 60.65465 36.26668, 60.65523 36.2659, 60.65583 36.26617, 60.65528 36.26699)))","Medium","Medium","Perimeter Polygon"
"ee8c587a-5ddc-429a-9456-c0caf7959a8d","MULTIPOLYGON (((56.27514 33.49132, 56.27561 33.49105, 56.27596 33.49149, 56.27549 33.49176, 56.27514 33.49132)))","Medium","Medium","Perimeter Polygon"
"43d09b52-d4ac-448c-a6f3-13f760697cc2","MULTIPOLYGON (((56.31544 37.35034, 56.31603 37.35038, 56.31597 37.35087, 56.31539 37.35086, 56.31544 37.35034)))","Medium","Medium","Perimeter Polygon"
