"site";"decor";"id";"type";"technlg";"incmplt";"geometry"
"EAMENA-0192644";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.03666 35.1366, 59.03674 35.13657, 59.03676 35.13657, 59.03679 35.13655, 59.03677 35.13654, 59.03684 35.13648, 59.03703 35.13665, 59.03686 35.13678, 59.03666 35.1366))"
"EAMENA-0192645";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.2319 35.45334, 59.23208 35.45317, 59.23212 35.4532, 59.23215 35.45317, 59.23213 35.45312, 59.23218 35.45306, 59.23254 35.45335, 59.23236 35.45352, 59.23228 35.45347, 59.23219 35.45354, 59.2319 35.45334))"
"EAMENA-0192687";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.20558 35.10868, 59.20517 35.10874, 59.20509 35.10835, 59.20556 35.10827, 59.20558 35.10868))"
"EAMENA-0192688";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.20127 32.76402, 60.20083 32.76384, 60.20103 32.76348, 60.2015 32.76363, 60.20127 32.76402))"
"EAMENA-0192689";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.81728 34.81441, 60.81692 34.81395, 60.8174 34.81369, 60.81777 34.81415, 60.81728 34.81441))"
"EAMENA-0192690";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.78856 32.15133, 59.78835 32.15127, 59.78827 32.1511, 59.78843 32.15096, 59.78867 32.151, 59.78872 32.15118, 59.78856 32.15133))"
"EAMENA-0192697";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.35628 35.62879, 59.35676 35.62846, 59.35713 35.62881, 59.35668 35.62913, 59.35628 35.62879))"
"EAMENA-0192698";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.28941 35.54313, 59.28967 35.54304, 59.28979 35.54328, 59.28952 35.54335, 59.28941 35.54313))"
"EAMENA-0194755";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.80654 36.30829, 56.80597 36.30802, 56.80636 36.30748, 56.8069 36.30778, 56.80654 36.30829))"
"EAMENA-0194757";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.39351 36.16624, 58.39403 36.16593, 58.39446 36.16648, 58.39392 36.16676, 58.39351 36.16624))"
"EAMENA-0194758";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.92049 37.15322, 56.92091 37.153, 56.92114 37.15327, 56.92072 37.15349, 56.92049 37.15322))"
"EAMENA-0194759";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.55756 37.32317, 56.55798 37.32314, 56.55795 37.32364, 56.55761 37.32365, 56.55756 37.32317))"
"EAMENA-0194760";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.55599 37.32248, 56.5565 37.32241, 56.55652 37.32297, 56.55602 37.32301, 56.55599 37.32248))"
"EAMENA-0194764";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.56506 36.36279, 56.56506 36.36225, 56.56573 36.36222, 56.56567 36.3628, 56.56506 36.36279))"
"EAMENA-0194767";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.32936 36.20585, 57.32917 36.20541, 57.32974 36.20526, 57.32992 36.20571, 57.32936 36.20585))"
"EAMENA-0194768";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.80145 36.77331, 58.80121 36.77319, 58.80135 36.77303, 58.80158 36.77315, 58.80145 36.77331))"
"EAMENA-0194773";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.71512 36.47439, 59.71555 36.47394, 59.71614 36.47426, 59.71579 36.47467, 59.71512 36.47439))"
"EAMENA-0194774";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.57419 36.05897, 60.57486 36.05851, 60.57543 36.05903, 60.57485 36.05945, 60.57419 36.05897))"
"EAMENA-0194775";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.9383 36.86605, 58.93895 36.86616, 58.93888 36.86668, 58.93818 36.86663, 58.9383 36.86605))"
"EAMENA-0192683";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.26021 35.46227, 59.26055 35.46192, 59.26073 35.46201, 59.26044 35.46235, 59.26021 35.46227))"
"EAMENA-0192684";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.62805 34.87956, 58.62791 34.8795, 58.62799 34.87932, 58.62814 34.87938, 58.62805 34.87956))"
"EAMENA-0192686";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.82269 34.01098, 59.82204 34.01089, 59.82215 34.01035, 59.82282 34.01042, 59.82269 34.01098))"
"EAMENA-0192691";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.78834 32.15857, 59.78802 32.15849, 59.78815 32.15813, 59.78844 32.15825, 59.78834 32.15857))"
"EAMENA-0192692";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.24785 35.00629, 60.24817 35.00618, 60.24827 35.00645, 60.24799 35.00656, 60.24785 35.00629))"
"EAMENA-0192693";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.3021 34.26733, 59.30246 34.2669, 59.30293 34.26719, 59.30261 34.26758, 59.3021 34.26733))"
"EAMENA-0192695";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.21185 32.47689, 60.2112 32.47673, 60.21143 32.47615, 60.21211 32.47632, 60.21185 32.47689))"
"EAMENA-0192696";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.47643 36.0144, 59.47586 36.01404, 59.47653 36.01379, 59.47685 36.01403, 59.47643 36.0144))"
"EAMENA-0194770";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.93669 36.18044, 57.93686 36.18028, 57.93725 36.1806, 57.93709 36.18075, 57.93669 36.18044))"
"EAMENA-0194772";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.6671 36.20805, 57.66697 36.20752, 57.66772 36.20741, 57.66784 36.20794, 57.6671 36.20805))"
"EAMENA-0192223";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.37585 32.86675, 59.37554 32.86666, 59.37565 32.86642, 59.376 32.86652, 59.37585 32.86675))"
"EAMENA-0192598";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.85436 35.71636, 59.85386 35.71595, 59.85442 35.71553, 59.85493 35.71593, 59.85436 35.71636))"
"EAMENA-0192599";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.31358 35.99979, 59.31364 36.00007, 59.31336 36.00012, 59.31325 35.99988, 59.31358 35.99979))"
"EAMENA-0192600";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.22607 34.38158, 58.22633 34.38136, 58.22669 34.38164, 58.22643 34.38187, 58.22607 34.38158))"
"EAMENA-0192601";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.51774 33.85521, 58.51803 33.85504, 58.5183 33.85532, 58.51799 33.85551, 58.51774 33.85521))"
"EAMENA-0192602";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.21729 35.27049, 59.21775 35.27016, 59.21774 35.27017, 59.21773 35.27018, 59.21821 35.27056, 59.21777 35.27088, 59.21729 35.27049))"
"EAMENA-0192603";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.77592 35.01094, 58.77642 35.01064, 58.77681 35.01112, 58.77639 35.01137, 58.77592 35.01094))"
"EAMENA-0192604";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.06127 36.10745, 59.06086 36.10708, 59.06132 36.10679, 59.0618 36.10717, 59.06127 36.10745))"
"EAMENA-0192605";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.44317 34.80608, 58.44277 34.80606, 58.4428 34.80561, 58.4432 34.80562, 58.44317 34.80608))"
"EAMENA-0192606";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.05495 34.74447, 58.05541 34.74423, 58.05576 34.74467, 58.0553 34.74492, 58.05495 34.74447))"
"EAMENA-0192608";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.97801 35.37704, 57.97764 35.37699, 57.97776 35.37652, 57.97805 35.37655, 57.97801 35.37704))"
"EAMENA-0192609";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.62389 35.24, 60.62399 35.23959, 60.62442 35.23967, 60.6243 35.24007, 60.62389 35.24))"
"EAMENA-0192610";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.49659 33.73936, 56.49696 33.73917, 56.4972 33.73951, 56.49682 33.73967, 56.49659 33.73936))"
"EAMENA-0192611";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.97893 33.99151, 56.97915 33.99128, 56.97947 33.9915, 56.97924 33.99172, 56.97893 33.99151))"
"EAMENA-0192613";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.35175 34.30228, 57.35227 34.30204, 57.35256 34.30248, 57.35204 34.30271, 57.35175 34.30228))"
"EAMENA-0192614";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.38633 35.78179, 59.38654 35.78152, 59.3871 35.78173, 59.38692 35.78203, 59.38633 35.78179))"
"EAMENA-0192615";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.50481 36.02768, 59.50513 36.02726, 59.50562 36.02753, 59.5053 36.02795, 59.50481 36.02768))"
"EAMENA-0192616";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.76055 35.99169, 59.76101 35.9913, 59.76157 35.99172, 59.7611 35.99212, 59.76055 35.99169))"
"EAMENA-0192617";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.94591 31.67116, 56.94555 31.67101, 56.94575 31.67069, 56.94611 31.67083, 56.94591 31.67116))"
"EAMENA-0192618";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.94479 31.6702, 56.94522 31.6702, 56.94523 31.67048, 56.9448 31.67049, 56.94479 31.6702))"
"EAMENA-0192619";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.67528 32.96986, 57.67506 32.96965, 57.67536 32.96942, 57.67554 32.96963, 57.67528 32.96986))"
"EAMENA-0192620";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.96346 35.13233, 58.9637 35.13201, 58.96418 35.13231, 58.96391 35.1326, 58.96346 35.13233))"
"EAMENA-0192621";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.718 34.99556, 60.71861 34.99553, 60.71864 34.99608, 60.71802 34.99611, 60.718 34.99556))"
"EAMENA-0192622";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.45757 35.2353, 58.45721 35.2355, 58.45696 35.23507, 58.45732 35.23487, 58.45757 35.2353))"
"EAMENA-0192623";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.23576 35.52871, 60.23535 35.52895, 60.23512 35.5287, 60.23552 35.52846, 60.23576 35.52871))"
"EAMENA-0192624";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.84919 34.51761, 57.84958 34.51733, 57.84994 34.51767, 57.84953 34.51796, 57.84919 34.51761))"
"EAMENA-0192625";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.80393 33.71919, 56.80438 33.71887, 56.80479 33.71929, 56.80434 33.71959, 56.80393 33.71919))"
"EAMENA-0192626";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.51132 33.26822, 57.51163 33.26827, 57.51156 33.26855, 57.51125 33.26848, 57.51132 33.26822))"
"EAMENA-0192627";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.51069 33.28738, 57.51093 33.28763, 57.51064 33.28783, 57.51039 33.28758, 57.51069 33.28738))"
"EAMENA-0192629";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.35123 36.07629, 60.3513 36.07512, 60.35246 36.07519, 60.35242 36.07634, 60.35123 36.07629))"
"EAMENA-0192630";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.14018 31.94011, 57.14034 31.93983, 57.14067 31.93999, 57.14048 31.94026, 57.14018 31.94011))"
"EAMENA-0194777";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.79093 36.27255, 59.79186 36.27269, 59.79155 36.27342, 59.79081 36.27324, 59.79093 36.27255))"
"EAMENA-0194778";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.56524 36.36363, 56.56511 36.3632, 56.56573 36.36308, 56.56583 36.36355, 56.56524 36.36363))"
"EAMENA-0194693";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.08578 36.16567, 58.08626 36.16532, 58.08678 36.16574, 58.08626 36.16616, 58.08578 36.16567))"
"EAMENA-0194694";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.68529 36.20685, 57.68509 36.20642, 57.68565 36.20627, 57.68582 36.20668, 57.68529 36.20685))"
"EAMENA-0194695";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.80102 36.1972, 58.8015 36.1968, 58.80203 36.19722, 58.80155 36.19761, 58.80102 36.1972))"
"EAMENA-0194697";"crvn";1;"caravanserail";"-";0;"POLYGON ((57.14297 36.28455, 57.14349 36.28412, 57.14411 36.28457, 57.1436 36.285, 57.14297 36.28455))"
"EAMENA-0194703";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.06635 36.50594, 60.06643 36.50573, 60.06675 36.50582, 60.06662 36.50605, 60.06635 36.50594))"
"EAMENA-0194704";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.6191 36.27164, 59.61967 36.2714, 59.62012 36.27192, 59.61949 36.27222, 59.6191 36.27164))"
"EAMENA-0194706";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.39571 36.3991, 59.39537 36.39886, 59.39557 36.39868, 59.39591 36.39896, 59.39571 36.3991))"
"EAMENA-0194707";"crvn";1;"caravanserail";"-";0;"POLYGON ((58.70895 36.92783, 58.70882 36.92774, 58.70892 36.92761, 58.70915 36.92771, 58.70895 36.92783))"
"EAMENA-0194717";"crvn";1;"caravanserail";"-";0;"POLYGON ((59.50593 36.02829, 59.50565 36.02815, 59.50583 36.02792, 59.50617 36.02807, 59.50593 36.02829))"
"EAMENA-0192700";"crvn";1;"caravanserail";"-";0;"POLYGON ((60.65528 36.26699, 60.65465 36.26668, 60.65523 36.2659, 60.65583 36.26617, 60.65528 36.26699))"
"EAMENA-0207220";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.27514 33.49132, 56.27561 33.49105, 56.27596 33.49149, 56.27549 33.49176, 56.27514 33.49132))"
"EAMENA-0207256";"crvn";1;"caravanserail";"-";0;"POLYGON ((56.31544 37.35034, 56.31603 37.35038, 56.31597 37.35087, 56.31539 37.35086, 56.31544 37.35034))"
